N (kg/ha),P(kg/ha),K(kg/ha),pH,Humidity(%),Temperature(°C),Rainfall(mm),Crop Yield(kg/ha),District,Soil Type,Crop Name
38,20,28,5.6,85,26,1760,18,Kalimpong,Mountainous Soil,Cardamom
30,15,20,5.3,87,23,1750,10,Kalimpong,Mountainous Soil,Cardamom
40,22,30,5.7,83,27,1820,20,Kalimpong,Mountainous Soil,Cardamom
33,17,24,5.5,81,24.5,1790,14,Kalimpong,Mountainous Soil,Cardamom
31,19,23,5.4,84,25.5,1770,11,Kalimpong,Mountainous Soil,Cardamom
37,21,29,5.6,79,23.5,1810,17,Kalimpong,Mountainous Soil,Cardamom
29,14,21,5.3,86,22.5,1740,9,Kalimpong,Mountainous Soil,Cardamom
39,23,31,5.7,88,28,1830,19,Kalimpong,Mountainous Soil,Cardamom
34,19,25,5.5,82,25.5,1805,13.5,Kalimpong,Mountainous Soil,Cardamom
32,17,24,5.4,80,24,1795,10.5,Kalimpong,Mountainous Soil,Cardamom
36,21,30,5.6,85,26,1775,16.5,Kalimpong,Mountainous Soil,Cardamom
28,16,22,5.3,87,23.5,1825,8.5,Kalimpong,Mountainous Soil,Cardamom
38,24,32,5.7,83,27,1815,18.5,Kalimpong,Mountainous Soil,Cardamom
33,18,26,5.5,81,24.5,1795,14,Kalimpong,Mountainous Soil,Cardamom
31,16,23,5.4,84,25.5,1775,11,Kalimpong,Mountainous Soil,Cardamom
35,20,29,5.6,79,23.5,1815,17,Kalimpong,Mountainous Soil,Cardamom
29,15,21,5.3,86,22.5,1745,9.5,Kalimpong,Mountainous Soil,Cardamom
39,22,31,5.7,88,28,1835,19.5,Kalimpong,Mountainous Soil,Cardamom
34,18,24,5.5,82,25,1805,13,Kalimpong,Mountainous Soil,Cardamom
32,16,22,5.4,80,24.5,1790,10.5,Kalimpong,Mountainous Soil,Cardamom
36,20,30,5.6,85,26.5,1770,16.5,Kalimpong,Mountainous Soil,Cardamom
28,14,21,5.3,87,23,1830,8,Kalimpong,Mountainous Soil,Cardamom
38,23,32,5.7,83,27,1820,18.5,Kalimpong,Mountainous Soil,Cardamom
33,19,26,5.5,81,24.5,1800,14.5,Kalimpong,Mountainous Soil,Cardamom
31,17,23,5.4,84,25,1780,11.5,Kalimpong,Mountainous Soil,Cardamom
35,21,29,5.6,79,23,1820,17.5,Kalimpong,Mountainous Soil,Cardamom
29,16,22,5.3,86,22.5,1750,9.5,Kalimpong,Mountainous Soil,Cardamom
39,24,31,5.7,88,28,1800,19,Kalimpong,Mountainous Soil,Cardamom
34,19,25,5.5,82,25.5,1775,13.5,Kalimpong,Mountainous Soil,Cardamom
32,17,24,5.4,80,24,1755,10.5,Kalimpong,Mountainous Soil,Cardamom
36,21,30,5.6,85,26,1835,16.5,Kalimpong,Mountainous Soil,Cardamom
28,15,21,5.3,87,23.5,1785,8.5,Kalimpong,Mountainous Soil,Cardamom
38,22,32,5.7,83,27,1765,18.5,Kalimpong,Mountainous Soil,Cardamom
33,18,26,5.5,81,24.5,1745,14,Kalimpong,Mountainous Soil,Cardamom
31,16,23,5.4,84,25.5,1815,11,Kalimpong,Mountainous Soil,Cardamom
35,20,29,5.6,79,23.5,1795,17.5,Kalimpong,Mountainous Soil,Cardamom
29,15,21,5.3,86,22.5,1775,9,Kalimpong,Mountainous Soil,Cardamom
39,23,31,5.7,88,28,1755,19.5,Kalimpong,Mountainous Soil,Cardamom
34,18,24,5.5,82,25,1830,13,Kalimpong,Mountainous Soil,Cardamom
32,16,22,5.4,80,24.5,1785,10.5,Kalimpong,Mountainous Soil,Cardamom
36,20,30,5.6,85,26.5,1765,16.5,Kalimpong,Mountainous Soil,Cardamom
28,14,21,5.3,87,23,1745,8.5,Kalimpong,Mountainous Soil,Cardamom
38,24,32,5.7,83,27,1835,18.5,Kalimpong,Mountainous Soil,Cardamom
33,19,25,5.5,81,24.5,1815,14.5,Kalimpong,Mountainous Soil,Cardamom
31,17,23,5.4,84,25,1795,11.5,Kalimpong,Mountainous Soil,Cardamom
35,21,29,5.6,79,23,1775,17.5,Kalimpong,Mountainous Soil,Cardamom
29,16,22,5.3,86,22.5,1835,9,Kalimpong,Mountainous Soil,Cardamom
39,22,31,5.7,88,28,1780,19,Kalimpong,Mountainous Soil,Cardamom
95,45,65,5.8,82,26,1600,1800,Murshidabad,Alluvial Soil,Wheat
92,42,62,5.8,82,26,1600,1750,Murshidabad,Alluvial Soil,Wheat
97,48,68,5.8,82,26,1600,1850,Murshidabad,Alluvial Soil,Wheat
90,40,60,5.8,82,26,1600,1700,Murshidabad,Alluvial Soil,Wheat
98,50,70,5.8,82,26,1600,1900,Murshidabad,Alluvial Soil,Wheat
93,43,63,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
96,47,67,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
91,41,61,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
94,44,64,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
99,49,69,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
96,43,67,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
91,42,61,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
94,47,64,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
99,44,69,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
93,49,63,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
95,42,65,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
92,47,62,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
97,42,68,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
90,47,60,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
98,43,70,5.8,82,26,1600,1925,Murshidabad,Alluvial Soil,Wheat
93,48,63,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
96,41,67,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
91,46,61,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
94,41,64,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
99,46,69,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
95,43,65,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
92,48,62,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
97,43,68,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
90,48,60,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
98,44,70,5.8,82,26,1600,1925,Murshidabad,Alluvial Soil,Wheat
93,49,63,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
96,42,67,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
91,47,61,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
94,42,64,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
99,47,69,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
95,44,65,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
92,49,62,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
97,44,68,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
90,49,60,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
98,45,70,5.8,82,26,1600,1925,Murshidabad,Alluvial Soil,Wheat
93,40,63,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
96,45,67,5.8,82,26,1600,1825,Murshidabad,Alluvial Soil,Wheat
91,40,61,5.8,82,26,1600,1725,Murshidabad,Alluvial Soil,Wheat
94,45,64,5.8,82,26,1600,1775,Murshidabad,Alluvial Soil,Wheat
99,40,69,5.8,82,26,1600,1875,Murshidabad,Alluvial Soil,Wheat
50,25,35,6.2,80,28,1600,1200,Murshidabad,Alluvial Soil,Jute
52,27,37,6.2,80,28,1600,1250,Murshidabad,Alluvial Soil,Jute
48,23,33,6.2,80,28,1600,1150,Murshidabad,Alluvial Soil,Jute
54,29,39,6.2,80,28,1600,1300,Murshidabad,Alluvial Soil,Jute
49,24,34,6.2,80,28,1600,1220,Murshidabad,Alluvial Soil,Jute
53,28,38,6.2,80,28,1600,1275,Murshidabad,Alluvial Soil,Jute
51,26,36,6.2,80,28,1600,1235,Murshidabad,Alluvial Soil,Jute
47,22,32,6.2,80,28,1600,1130,Murshidabad,Alluvial Soil,Jute
55,30,40,6.2,80,28,1600,1350,Murshidabad,Alluvial Soil,Jute
48,25,33,6.2,80,28,1600,1185,Murshidabad,Alluvial Soil,Jute
50,23,35,6.2,80,28,1600,1215,Murshidabad,Alluvial Soil,Jute
52,25,37,6.2,80,28,1600,1265,Murshidabad,Alluvial Soil,Jute
46,21,31,6.2,80,28,1600,1115,Murshidabad,Alluvial Soil,Jute
54,27,39,6.2,80,28,1600,1315,Murshidabad,Alluvial Soil,Jute
49,26,34,6.2,80,28,1600,1230,Murshidabad,Alluvial Soil,Jute
51,24,36,6.2,80,28,1600,1240,Murshidabad,Alluvial Soil,Jute
53,26,38,6.2,80,28,1600,1285,Murshidabad,Alluvial Soil,Jute
47,22,32,6.2,80,28,1600,1135,Murshidabad,Alluvial Soil,Jute
55,28,40,6.2,80,28,1600,1355,Murshidabad,Alluvial Soil,Jute
48,24,33,6.2,80,28,1600,1175,Murshidabad,Alluvial Soil,Jute
50,22,35,6.2,80,28,1600,1225,Murshidabad,Alluvial Soil,Jute
52,26,37,6.2,80,28,1600,1275,Murshidabad,Alluvial Soil,Jute
46,21,31,6.2,80,28,1600,1125,Murshidabad,Alluvial Soil,Jute
54,28,39,6.2,80,28,1600,1325,Murshidabad,Alluvial Soil,Jute
49,25,34,6.2,80,28,1600,1220,Murshidabad,Alluvial Soil,Jute
51,23,36,6.2,80,28,1600,1240,Murshidabad,Alluvial Soil,Jute
53,27,38,6.2,80,28,1600,1290,Murshidabad,Alluvial Soil,Jute
47,23,32,6.2,80,28,1600,1140,Murshidabad,Alluvial Soil,Jute
55,29,40,6.2,80,28,1600,1360,Murshidabad,Alluvial Soil,Jute
48,26,33,6.2,80,28,1600,1195,Murshidabad,Alluvial Soil,Jute
50,24,35,6.2,80,28,1600,1210,Murshidabad,Alluvial Soil,Jute
52,28,37,6.2,80,28,1600,1260,Murshidabad,Alluvial Soil,Jute
46,22,31,6.2,80,28,1600,1110,Murshidabad,Alluvial Soil,Jute
54,26,39,6.2,80,28,1600,1310,Murshidabad,Alluvial Soil,Jute
49,23,34,6.2,80,28,1600,1215,Murshidabad,Alluvial Soil,Jute
51,25,36,6.2,80,28,1600,1235,Murshidabad,Alluvial Soil,Jute
53,29,38,6.2,80,28,1600,1285,Murshidabad,Alluvial Soil,Jute
47,24,32,6.2,80,28,1600,1145,Murshidabad,Alluvial Soil,Jute
55,30,40,6.2,80,28,1600,1365,Murshidabad,Alluvial Soil,Jute
48,27,33,6.2,80,28,1600,1200,Murshidabad,Alluvial Soil,Jute
50,25,35,6.2,80,28,1600,1220,Murshidabad,Alluvial Soil,Jute
52,29,37,6.2,80,28,1600,1270,Murshidabad,Alluvial Soil,Jute
46,23,31,6.2,80,28,1600,1115,Murshidabad,Alluvial Soil,Jute
54,27,39,6.2,80,28,1600,1315,Murshidabad,Alluvial Soil,Jute
49,24,34,6.2,80,28,1600,1220,Murshidabad,Alluvial Soil,Jute
51,28,36,6.2,80,28,1600,1245,Murshidabad,Alluvial Soil,Jute
53,30,38,6.2,80,28,1600,1295,Murshidabad,Alluvial Soil,Jute
47,25,32,6.2,80,28,1600,1145,Murshidabad,Alluvial Soil,Jute
55,31,40,6.2,80,28,1600,1370,Murshidabad,Alluvial Soil,Jute
48,28,33,6.2,80,28,1600,1205,Murshidabad,Alluvial Soil,Jute
30,15,25,6,75,27,1700,900,Murshidabad,Alluvial Soil,Mustard
32,17,27,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
28,13,23,6,75,27,1700,880,Murshidabad,Alluvial Soil,Mustard
34,19,29,6,75,27,1700,1000,Murshidabad,Alluvial Soil,Mustard
29,14,24,6,75,27,1700,1200,Murshidabad,Alluvial Soil,Mustard
31,16,26,6,75,27,1700,925,Murshidabad,Alluvial Soil,Mustard
33,18,28,6,75,27,1700,975,Murshidabad,Alluvial Soil,Mustard
27,12,22,6,75,27,1700,850,Murshidabad,Alluvial Soil,Mustard
35,20,30,6,75,27,1700,1050,Murshidabad,Alluvial Soil,Mustard
28,15,23,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
30,13,25,6,75,27,1700,920,Murshidabad,Alluvial Soil,Mustard
32,15,27,6,75,27,1700,970,Murshidabad,Alluvial Soil,Mustard
26,11,21,6,75,27,1700,830,Murshidabad,Alluvial Soil,Mustard
34,17,29,6,75,27,1700,1020,Murshidabad,Alluvial Soil,Mustard
29,14,24,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
31,16,26,6,75,27,1700,925,Murshidabad,Alluvial Soil,Mustard
33,18,28,6,75,27,1700,975,Murshidabad,Alluvial Soil,Mustard
27,12,22,6,75,27,1700,850,Murshidabad,Alluvial Soil,Mustard
35,20,30,6,75,27,1700,1050,Murshidabad,Alluvial Soil,Mustard
28,15,23,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
30,13,25,6,75,27,1700,920,Murshidabad,Alluvial Soil,Mustard
32,15,27,6,75,27,1700,970,Murshidabad,Alluvial Soil,Mustard
26,11,21,6,75,27,1700,830,Murshidabad,Alluvial Soil,Mustard
34,17,29,6,75,27,1700,1020,Murshidabad,Alluvial Soil,Mustard
29,14,24,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
31,16,26,6,75,27,1700,925,Murshidabad,Alluvial Soil,Mustard
33,18,28,6,75,27,1700,975,Murshidabad,Alluvial Soil,Mustard
27,12,22,6,75,27,1700,850,Murshidabad,Alluvial Soil,Mustard
35,20,30,6,75,27,1700,1050,Murshidabad,Alluvial Soil,Mustard
28,15,23,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
32,15,27,6,75,27,1700,970,Murshidabad,Alluvial Soil,Mustard
26,11,21,6,75,27,1700,830,Murshidabad,Alluvial Soil,Mustard
34,17,29,6,75,27,1700,1020,Murshidabad,Alluvial Soil,Mustard
29,14,24,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
31,16,26,6,75,27,1700,925,Murshidabad,Alluvial Soil,Mustard
33,18,28,6,75,27,1700,975,Murshidabad,Alluvial Soil,Mustard
27,12,22,6,75,27,1700,850,Murshidabad,Alluvial Soil,Mustard
35,20,30,6,75,27,1700,1050,Murshidabad,Alluvial Soil,Mustard
28,15,23,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
30,13,25,6,75,27,1700,920,Murshidabad,Alluvial Soil,Mustard
32,15,27,6,75,27,1700,970,Murshidabad,Alluvial Soil,Mustard
26,11,21,6,75,27,1700,830,Murshidabad,Alluvial Soil,Mustard
34,17,29,6,75,27,1700,1020,Murshidabad,Alluvial Soil,Mustard
29,14,24,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
31,16,26,6,75,27,1700,925,Murshidabad,Alluvial Soil,Mustard
33,18,28,6,75,27,1700,975,Murshidabad,Alluvial Soil,Mustard
27,12,22,6,75,27,1700,850,Murshidabad,Alluvial Soil,Mustard
35,20,30,6,75,27,1700,1050,Murshidabad,Alluvial Soil,Mustard
28,15,23,6,75,27,1700,950,Murshidabad,Alluvial Soil,Mustard
30,13,25,6,75,27,1700,920,Murshidabad,Alluvial Soil,Mustard
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
68,33,53,5.5,82,25,1800,2900,Murshidabad,Alluvial Soil,Potato
74,39,59,5.5,82,25,1800,3200,Murshidabad,Alluvial Soil,Potato
71,36,56,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,2950,Murshidabad,Alluvial Soil,Potato
73,38,58,5.5,82,25,1800,3150,Murshidabad,Alluvial Soil,Potato
67,32,52,5.5,82,25,1800,2850,Murshidabad,Alluvial Soil,Potato
75,40,60,5.5,82,25,1800,3250,Murshidabad,Alluvial Soil,Potato
70,35,55,5.5,82,25,1800,3000,Murshidabad,Alluvial Soil,Potato
72,37,57,5.5,82,25,1800,3100,Murshidabad,Alluvial Soil,Potato
69,34,54,5.5,82,25,1800,3050,Murshidabad,Alluvial Soil,Potato
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
80,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
82,42,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
78,38,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
84,44,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
79,39,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,42,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,40,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,44,58,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,39,64,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,38,59,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,40,58,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,42,59,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,38,62,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,44,60,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,39,64,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
82,40,60,5.8,85,23,1800,8000,Murshidabad,Alluvial Soil,Sugarcane
78,38,62,5.8,85,23,1800,8200,Murshidabad,Alluvial Soil,Sugarcane
84,44,59,5.8,85,23,1800,7900,Murshidabad,Alluvial Soil,Sugarcane
79,39,58,5.8,85,23,1800,8400,Murshidabad,Alluvial Soil,Sugarcane
80,42,62,5.8,85,23,1800,8100,Murshidabad,Alluvial Soil,Sugarcane
60,30,50,5.7,78,25,1600,2500,Murshidabad,Alluvial Soil,Maize
62,32,52,5.7,78,25,1600,2600,Murshidabad,Alluvial Soil,Maize
58,28,48,5.7,78,25,1600,2400,Murshidabad,Alluvial Soil,Maize
64,34,54,5.7,78,25,1600,2700,Murshidabad,Alluvial Soil,Maize
59,29,49,5.7,78,25,1600,2550,Murshidabad,Alluvial Soil,Maize
63,31,53,5.7,78,25,1600,2650,Murshidabad,Alluvial Soil,Maize
65,33,55,5.7,78,25,1600,2750,Murshidabad,Alluvial Soil,Maize
61,29,51,5.7,78,25,1600,2575,Murshidabad,Alluvial Soil,Maize
67,35,57,5.7,78,25,1600,2850,Murshidabad,Alluvial Soil,Maize
69,37,59,5.7,78,25,1600,2950,Murshidabad,Alluvial Soil,Maize
70,38,60,5.7,78,25,1600,3000,Murshidabad,Alluvial Soil,Maize
72,40,62,5.7,78,25,1600,3100,Murshidabad,Alluvial Soil,Maize
73,41,63,5.7,78,25,1600,3150,Murshidabad,Alluvial Soil,Maize
75,43,65,5.7,78,25,1600,3250,Murshidabad,Alluvial Soil,Maize
76,44,66,5.7,78,25,1600,3300,Murshidabad,Alluvial Soil,Maize
78,46,68,5.7,78,25,1600,3400,Murshidabad,Alluvial Soil,Maize
80,48,70,5.7,78,25,1600,3500,Murshidabad,Alluvial Soil,Maize
81,49,71,5.7,78,25,1600,3550,Murshidabad,Alluvial Soil,Maize
83,51,73,5.7,78,25,1600,3650,Murshidabad,Alluvial Soil,Maize
84,52,74,5.7,78,25,1600,3700,Murshidabad,Alluvial Soil,Maize
86,54,76,5.7,78,25,1600,3800,Murshidabad,Alluvial Soil,Maize
87,55,77,5.7,78,25,1600,3850,Murshidabad,Alluvial Soil,Maize
89,57,79,5.7,78,25,1600,3950,Murshidabad,Alluvial Soil,Maize
90,58,80,5.7,78,25,1600,4000,Murshidabad,Alluvial Soil,Maize
92,60,82,5.7,78,25,1600,4100,Murshidabad,Alluvial Soil,Maize
93,61,83,5.7,78,25,1600,4150,Murshidabad,Alluvial Soil,Maize
95,63,85,5.7,78,25,1600,4250,Murshidabad,Alluvial Soil,Maize
96,64,86,5.7,78,25,1600,4300,Murshidabad,Alluvial Soil,Maize
98,66,88,5.7,78,25,1600,4400,Murshidabad,Alluvial Soil,Maize
99,67,89,5.7,78,25,1600,4450,Murshidabad,Alluvial Soil,Maize
101,69,91,5.7,78,25,1600,4550,Murshidabad,Alluvial Soil,Maize
102,70,92,5.7,78,25,1600,4600,Murshidabad,Alluvial Soil,Maize
104,72,94,5.7,78,25,1600,4700,Murshidabad,Alluvial Soil,Maize
105,73,95,5.7,78,25,1600,4750,Murshidabad,Alluvial Soil,Maize
107,75,97,5.7,78,25,1600,4850,Murshidabad,Alluvial Soil,Maize
108,76,98,5.7,78,25,1600,4900,Murshidabad,Alluvial Soil,Maize
110,78,100,5.7,78,25,1600,5000,Murshidabad,Alluvial Soil,Maize
111,79,101,5.7,78,25,1600,5050,Murshidabad,Alluvial Soil,Maize
113,81,103,5.7,78,25,1600,5150,Murshidabad,Alluvial Soil,Maize
114,82,104,5.7,78,25,1600,5200,Murshidabad,Alluvial Soil,Maize
116,84,106,5.7,78,25,1600,5300,Murshidabad,Alluvial Soil,Maize
100,50,70,5.7,80,25,1600,2000,Paschim Medinipur (West Medinipur),Red Soil,Rice
105,55,75,5.7,82,24,1700,1900,Paschim Medinipur (West Medinipur),Red Soil,Rice
98,48,66,5.8,79,26,1550,2050,Paschim Medinipur (West Medinipur),Red Soil,Rice
102,52,72,5.9,81,23,1650,1980,Paschim Medinipur (West Medinipur),Red Soil,Rice
97,47,65,5.7,83,24,1750,1920,Paschim Medinipur (West Medinipur),Red Soil,Rice
103,53,73,6,84,25,1680,1950,Paschim Medinipur (West Medinipur),Red Soil,Rice
106,56,76,6.1,85,26,1720,1880,Paschim Medinipur (West Medinipur),Red Soil,Rice
99,49,67,6.2,86,27,1600,2100,Paschim Medinipur (West Medinipur),Red Soil,Rice
101,51,71,6.3,87,28,1620,2030,Paschim Medinipur (West Medinipur),Red Soil,Rice
104,54,74,6.4,88,29,1640,1960,Paschim Medinipur (West Medinipur),Red Soil,Rice
107,57,77,6.5,89,30,1660,1890,Paschim Medinipur (West Medinipur),Red Soil,Rice
108,58,78,6.6,90,31,1580,2110,Paschim Medinipur (West Medinipur),Red Soil,Rice
110,60,80,6.7,91,32,1600,2040,Paschim Medinipur (West Medinipur),Red Soil,Rice
112,62,82,6.8,92,33,1620,1970,Paschim Medinipur (West Medinipur),Red Soil,Rice
114,64,84,6.9,93,34,1640,1900,Paschim Medinipur (West Medinipur),Red Soil,Rice
116,66,86,7,94,35,1660,2130,Paschim Medinipur (West Medinipur),Red Soil,Rice
118,68,88,7.1,95,36,1680,2060,Paschim Medinipur (West Medinipur),Red Soil,Rice
120,70,90,7.2,96,37,1700,1990,Paschim Medinipur (West Medinipur),Red Soil,Rice
122,72,92,7.3,97,38,1720,1920,Paschim Medinipur (West Medinipur),Red Soil,Rice
124,74,94,7.4,98,39,1740,2150,Paschim Medinipur (West Medinipur),Red Soil,Rice
126,76,96,7.5,99,40,1760,2080,Paschim Medinipur (West Medinipur),Red Soil,Rice
128,78,98,7.6,100,41,1780,2010,Paschim Medinipur (West Medinipur),Red Soil,Rice
130,80,100,7.7,101,42,1800,1940,Paschim Medinipur (West Medinipur),Red Soil,Rice
