N (kg/ha),P (kg/ha),K (kg/ha),pH,Humidity (%),Temperature (°C),Rainfall (mm),Crop Yield (kg/ha),District,Soil Type,Crop Name
246,192,212,5.6,83,26,1880,5400,Malda,Red & Laterite Soil,Rice
248,194,214,5.6,83,26,1880,5450,Malda,Red & Laterite Soil,Rice
250,196,216,5.6,83,26,1880,5500,Malda,Red & Laterite Soil,Rice
252,198,218,5.6,83,26,1880,5550,Malda,Red & Laterite Soil,Rice
254,200,220,5.6,83,26,1880,5600,Malda,Red & Laterite Soil,Rice
256,202,222,5.6,83,26,1880,5650,Malda,Red & Laterite Soil,Rice
258,204,224,5.6,83,26,1880,5700,Malda,Red & Laterite Soil,Rice
260,206,226,5.6,83,26,1880,5750,Malda,Red & Laterite Soil,Rice
262,208,228,5.6,83,26,1880,5800,Malda,Red & Laterite Soil,Rice
264,210,230,5.6,83,26,1880,5850,Malda,Red & Laterite Soil,Rice
266,212,232,5.6,83,26,1880,5900,Malda,Red & Laterite Soil,Rice
268,214,234,5.6,83,26,1880,5950,Malda,Red & Laterite Soil,Rice
270,216,236,5.6,83,26,1880,6000,Malda,Red & Laterite Soil,Rice
272,218,238,5.6,83,26,1880,6050,Malda,Red & Laterite Soil,Rice
274,220,240,5.6,83,26,1880,6100,Malda,Red & Laterite Soil,Rice
276,222,242,5.6,83,26,1880,6150,Malda,Red & Laterite Soil,Rice
278,224,244,5.6,83,26,1880,6200,Malda,Red & Laterite Soil,Rice
280,226,246,5.6,83,26,1880,6250,Malda,Red & Laterite Soil,Rice
282,228,248,5.6,83,26,1880,6300,Malda,Red & Laterite Soil,Rice
284,230,250,5.6,83,26,1880,6350,Malda,Red & Laterite Soil,Rice
286,232,252,5.6,83,26,1880,6400,Malda,Red & Laterite Soil,Rice
288,234,254,5.6,83,26,1880,6450,Malda,Red & Laterite Soil,Rice
290,236,256,5.6,83,26,1880,6500,Malda,Red & Laterite Soil,Rice
292,238,258,5.6,83,26,1880,6550,Malda,Red & Laterite Soil,Rice
294,240,260,5.6,83,26,1880,6600,Malda,Red & Laterite Soil,Rice
296,242,262,5.6,83,26,1880,6650,Malda,Red & Laterite Soil,Rice
298,244,264,5.6,83,26,1880,6700,Malda,Red & Laterite Soil,Rice
300,246,266,5.6,83,26,1880,6750,Malda,Red & Laterite Soil,Rice
302,248,268,5.6,83,26,1880,6800,Malda,Red & Laterite Soil,Rice
304,250,270,5.6,83,26,1880,6850,Malda,Red & Laterite Soil,Rice
306,252,272,5.6,83,26,1880,6900,Malda,Red & Laterite Soil,Rice
308,254,274,5.6,83,26,1880,6950,Malda,Red & Laterite Soil,Rice
310,256,276,5.6,83,26,1880,7000,Malda,Red & Laterite Soil,Rice
312,258,278,5.6,83,26,1880,7050,Malda,Red & Laterite Soil,Rice
314,260,280,5.6,83,26,1880,7100,Malda,Red & Laterite Soil,Rice
316,262,282,5.6,83,26,1880,7150,Malda,Red & Laterite Soil,Rice
318,264,284,5.6,83,26,1880,7200,Malda,Red & Laterite Soil,Rice
320,266,286,5.6,83,26,1880,7250,Malda,Red & Laterite Soil,Rice
322,268,288,5.6,83,26,1880,7300,Malda,Red & Laterite Soil,Rice
324,270,290,5.6,83,26,1880,7350,Malda,Red & Laterite Soil,Rice
326,272,292,5.6,83,26,1880,7400,Malda,Red & Laterite Soil,Rice
328,274,294,5.6,83,26,1880,7450,Malda,Red & Laterite Soil,Rice
330,276,296,5.6,83,26,1880,7500,Malda,Red & Laterite Soil,Rice
332,278,298,5.6,83,26,1880,7550,Malda,Red & Laterite Soil,Rice
334,280,300,5.6,83,26,1880,7600,Malda,Red & Laterite Soil,Rice
336,282,302,5.6,83,26,1880,7650,Malda,Red & Laterite Soil,Rice
338,284,304,5.6,83,26,1880,7700,Malda,Red & Laterite Soil,Rice
340,286,306,5.6,83,26,1880,7750,Malda,Red & Laterite Soil,Rice
342,288,308,5.6,83,26,1880,7800,Malda,Red & Laterite Soil,Rice
344,290,310,5.6,83,26,1880,7850,Malda,Red & Laterite Soil,Rice
346,292,312,5.6,83,26,1880,7900,Malda,Red & Laterite Soil,Rice
348,294,314,5.6,83,26,1880,7950,Malda,Red & Laterite Soil,Rice
350,296,316,5.6,83,26,1880,8000,Malda,Red & Laterite Soil,Rice
82,44,56,5.8,80,28,1800,3800,Malda,Red & Laterite Soil,Maize
84,46,58,5.8,80,28,1800,3900,Malda,Red & Laterite Soil,Maize
86,48,60,5.8,80,28,1800,4000,Malda,Red & Laterite Soil,Maize
88,50,62,5.8,80,28,1800,4100,Malda,Red & Laterite Soil,Maize
90,52,64,5.8,80,28,1800,4200,Malda,Red & Laterite Soil,Maize
92,54,66,5.8,80,28,1800,4300,Malda,Red & Laterite Soil,Maize
94,56,68,5.8,80,28,1800,4400,Malda,Red & Laterite Soil,Maize
96,58,70,5.8,80,28,1800,4500,Malda,Red & Laterite Soil,Maize
98,60,72,5.8,80,28,1800,4600,Malda,Red & Laterite Soil,Maize
100,62,74,5.8,80,28,1800,4700,Malda,Red & Laterite Soil,Maize
102,64,76,5.8,80,28,1800,4800,Malda,Red & Laterite Soil,Maize
104,66,78,5.8,80,28,1800,4900,Malda,Red & Laterite Soil,Maize
106,68,80,5.8,80,28,1800,5000,Malda,Red & Laterite Soil,Maize
108,70,82,5.8,80,28,1800,5100,Malda,Red & Laterite Soil,Maize
110,72,84,5.8,80,28,1800,5200,Malda,Red & Laterite Soil,Maize
112,74,86,5.8,80,28,1800,5300,Malda,Red & Laterite Soil,Maize
114,76,88,5.8,80,28,1800,5400,Malda,Red & Laterite Soil,Maize
116,78,90,5.8,80,28,1800,5500,Malda,Red & Laterite Soil,Maize
118,80,92,5.8,80,28,1800,5600,Malda,Red & Laterite Soil,Maize
120,82,94,5.8,80,28,1800,5700,Malda,Red & Laterite Soil,Maize
122,84,96,5.8,80,28,1800,5800,Malda,Red & Laterite Soil,Maize
124,86,98,5.8,80,28,1800,5900,Malda,Red & Laterite Soil,Maize
126,88,100,5.8,80,28,1800,6000,Malda,Red & Laterite Soil,Maize
128,90,102,5.8,80,28,1800,6100,Malda,Red & Laterite Soil,Maize
130,92,104,5.8,80,28,1800,6200,Malda,Red & Laterite Soil,Maize
132,94,106,5.8,80,28,1800,6300,Malda,Red & Laterite Soil,Maize
134,96,108,5.8,80,28,1800,6400,Malda,Red & Laterite Soil,Maize
136,98,110,5.8,80,28,1800,6500,Malda,Red & Laterite Soil,Maize
138,100,112,5.8,80,28,1800,6600,Malda,Red & Laterite Soil,Maize
140,102,114,5.8,80,28,1800,6700,Malda,Red & Laterite Soil,Maize
142,104,116,5.8,80,28,1800,6800,Malda,Red & Laterite Soil,Maize
144,106,118,5.8,80,28,1800,6900,Malda,Red & Laterite Soil,Maize
146,108,120,5.8,80,28,1800,7000,Malda,Red & Laterite Soil,Maize
148,110,122,5.8,80,28,1800,7100,Malda,Red & Laterite Soil,Maize
150,112,124,5.8,80,28,1800,7200,Malda,Red & Laterite Soil,Maize
152,114,126,5.8,80,28,1800,7300,Malda,Red & Laterite Soil,Maize
154,116,128,5.8,80,28,1800,7400,Malda,Red & Laterite Soil,Maize
156,118,130,5.8,80,28,1800,7500,Malda,Red & Laterite Soil,Maize
158,120,132,5.8,80,28,1800,7600,Malda,Red & Laterite Soil,Maize
160,122,134,5.8,80,28,1800,7700,Malda,Red & Laterite Soil,Maize
162,124,136,5.8,80,28,1800,7800,Malda,Red & Laterite Soil,Maize
164,126,138,5.8,80,28,1800,7900,Malda,Red & Laterite Soil,Maize
166,128,140,5.8,80,28,1800,8000,Malda,Red & Laterite Soil,Maize
168,130,142,5.8,80,28,1800,8100,Malda,Red & Laterite Soil,Maize
170,132,144,5.8,80,28,1800,8200,Malda,Red & Laterite Soil,Maize
172,134,146,5.8,80,28,1800,8300,Malda,Red & Laterite Soil,Maize
174,136,148,5.8,80,28,1800,8400,Malda,Red & Laterite Soil,Maize
176,138,150,5.8,80,28,1800,8500,Malda,Red & Laterite Soil,Maize
178,140,152,5.8,80,28,1800,8600,Malda,Red & Laterite Soil,Maize
180,142,154,5.8,80,28,1800,8700,Malda,Red & Laterite Soil,Maize
182,144,156,5.8,80,28,1800,8800,Malda,Red & Laterite Soil,Maize
184,146,158,5.8,80,28,1800,8900,Malda,Red & Laterite Soil,Maize
186,148,160,5.8,80,28,1800,9000,Malda,Red & Laterite Soil,Maize
188,150,162,5.8,80,28,1800,9100,Malda,Red & Laterite Soil,Maize
190,152,164,5.8,80,28,1800,9200,Malda,Red & Laterite Soil,Maize
192,154,166,5.8,80,28,1800,9300,Malda,Red & Laterite Soil,Maize
194,156,168,5.8,80,28,1800,9400,Malda,Red & Laterite Soil,Maize
196,158,170,5.8,80,28,1800,9500,Malda,Red & Laterite Soil,Maize
198,160,172,5.8,80,28,1800,9600,Malda,Red & Laterite Soil,Maize
200,162,174,5.8,80,28,1800,9700,Malda,Red & Laterite Soil,Maize
202,164,176,5.8,80,28,1800,9800,Malda,Red & Laterite Soil,Maize
204,166,178,5.8,80,28,1800,9900,Malda,Red & Laterite Soil,Maize
206,168,180,5.8,80,28,1800,10000,Malda,Red & Laterite Soil,Maize
208,170,182,5.8,80,28,1800,10100,Malda,Red & Laterite Soil,Maize
210,172,184,5.8,80,28,1800,10200,Malda,Red & Laterite Soil,Maize
212,174,186,5.8,80,28,1800,10300,Malda,Red & Laterite Soil,Maize
214,176,188,5.8,80,28,1800,10400,Malda,Red & Laterite Soil,Maize
216,178,190,5.8,80,28,1800,10500,Malda,Red & Laterite Soil,Maize
218,180,192,5.8,80,28,1800,10600,Malda,Red & Laterite Soil,Maize
220,182,194,5.8,80,28,1800,10700,Malda,Red & Laterite Soil,Maize
222,184,196,5.8,80,28,1800,10800,Malda,Red & Laterite Soil,Maize
224,186,198,5.8,80,28,1800,10900,Malda,Red & Laterite Soil,Maize
226,188,200,5.8,80,28,1800,11000,Malda,Red & Laterite Soil,Maize
228,190,202,5.8,80,28,1800,11100,Malda,Red & Laterite Soil,Maize
230,192,204,5.8,80,28,1800,11200,Malda,Red & Laterite Soil,Maize
232,194,206,5.8,80,28,1800,11300,Malda,Red & Laterite Soil,Maize
234,196,208,5.8,80,28,1800,11400,Malda,Red & Laterite Soil,Maize
236,198,210,5.8,80,28,1800,11500,Malda,Red & Laterite Soil,Maize
238,200,212,5.8,80,28,1800,11600,Malda,Red & Laterite Soil,Maize
240,202,214,5.8,80,28,1800,11700,Malda,Red & Laterite Soil,Maize
242,204,216,5.8,80,28,1800,11800,Malda,Red & Laterite Soil,Maize
244,206,218,5.8,80,28,1800,11900,Malda,Red & Laterite Soil,Maize
246,208,220,5.8,80,28,1800,12000,Malda,Red & Laterite Soil,Maize
248,210,222,5.8,80,28,1800,12100,Malda,Red & Laterite Soil,Maize
250,212,224,5.8,80,28,1800,12200,Malda,Red & Laterite Soil,Maize
252,214,226,5.8,80,28,1800,12300,Malda,Red & Laterite Soil,Maize
254,216,228,5.8,80,28,1800,12400,Malda,Red & Laterite Soil,Maize
256,218,230,5.8,80,28,1800,12500,Malda,Red & Laterite Soil,Maize
258,220,232,5.8,80,28,1800,12600,Malda,Red & Laterite Soil,Maize
260,222,234,5.8,80,28,1800,12700,Malda,Red & Laterite Soil,Maize
262,224,236,5.8,80,28,1800,12800,Malda,Red & Laterite Soil,Maize
50,28,38,6.2,75,27,1600,1020,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
52,30,40,6.2,75,27,1600,1060,Malda,Red & Laterite Soil,Pulses (Black Gram)
49,27,37,6.2,75,27,1600,1000,Malda,Red & Laterite Soil,Pulses (Mung Bean)
54,32,42,6.2,75,27,1600,1100,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
51,29,39,6.2,75,27,1600,1040,Malda,Red & Laterite Soil,Pulses (Black Gram)
55,33,43,6.2,75,27,1600,1120,Malda,Red & Laterite Soil,Pulses (Mung Bean)
56,34,44,6.2,75,27,1600,1150,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
53,31,41,6.2,75,27,1600,1080,Malda,Red & Laterite Soil,Pulses (Black Gram)
57,35,45,6.2,75,27,1600,1180,Malda,Red & Laterite Soil,Pulses (Mung Bean)
58,36,46,6.2,75,27,1600,1220,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
60,38,48,6.2,75,27,1600,1260,Malda,Red & Laterite Soil,Pulses (Black Gram)
59,37,47,6.2,75,27,1600,1240,Malda,Red & Laterite Soil,Pulses (Mung Bean)
62,40,50,6.2,75,27,1600,1300,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
61,39,49,6.2,75,27,1600,1280,Malda,Red & Laterite Soil,Pulses (Black Gram)
63,41,51,6.2,75,27,1600,1320,Malda,Red & Laterite Soil,Pulses (Mung Bean)
65,43,53,6.2,75,27,1600,1360,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
64,42,52,6.2,75,27,1600,1340,Malda,Red & Laterite Soil,Pulses (Black Gram)
66,44,54,6.2,75,27,1600,1380,Malda,Red & Laterite Soil,Pulses (Mung Bean)
68,46,56,6.2,75,27,1600,1420,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
67,45,55,6.2,75,27,1600,1400,Malda,Red & Laterite Soil,Pulses (Black Gram)
69,47,57,6.2,75,27,1600,1440,Malda,Red & Laterite Soil,Pulses (Mung Bean)
71,49,59,6.2,75,27,1600,1480,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
70,48,58,6.2,75,27,1600,1460,Malda,Red & Laterite Soil,Pulses (Black Gram)
72,50,60,6.2,75,27,1600,1500,Malda,Red & Laterite Soil,Pulses (Mung Bean)
74,52,62,6.2,75,27,1600,1540,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
73,51,61,6.2,75,27,1600,1520,Malda,Red & Laterite Soil,Pulses (Black Gram)
75,53,63,6.2,75,27,1600,1560,Malda,Red & Laterite Soil,Pulses (Mung Bean)
77,55,65,6.2,75,27,1600,1600,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
76,54,64,6.2,75,27,1600,1580,Malda,Red & Laterite Soil,Pulses (Black Gram)
78,56,66,6.2,75,27,1600,1620,Malda,Red & Laterite Soil,Pulses (Mung Bean)
80,58,68,6.2,75,27,1600,1660,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
79,57,67,6.2,75,27,1600,1640,Malda,Red & Laterite Soil,Pulses (Black Gram)
81,59,69,6.2,75,27,1600,1680,Malda,Red & Laterite Soil,Pulses (Mung Bean)
83,61,71,6.2,75,27,1600,1720,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
82,60,70,6.2,75,27,1600,1700,Malda,Red & Laterite Soil,Pulses (Black Gram)
84,62,72,6.2,75,27,1600,1740,Malda,Red & Laterite Soil,Pulses (Mung Bean)
86,64,74,6.2,75,27,1600,1780,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
85,63,73,6.2,75,27,1600,1760,Malda,Red & Laterite Soil,Pulses (Black Gram)
87,65,75,6.2,75,27,1600,1800,Malda,Red & Laterite Soil,Pulses (Mung Bean)
89,67,77,6.2,75,27,1600,1840,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
88,66,76,6.2,75,27,1600,1820,Malda,Red & Laterite Soil,Pulses (Black Gram)
90,68,78,6.2,75,27,1600,1860,Malda,Red & Laterite Soil,Pulses (Mung Bean)
92,70,80,6.2,75,27,1600,1900,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
91,69,79,6.2,75,27,1600,1880,Malda,Red & Laterite Soil,Pulses (Black Gram)
93,71,81,6.2,75,27,1600,1920,Malda,Red & Laterite Soil,Pulses (Mung Bean)
95,73,83,6.2,75,27,1600,1960,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
94,72,82,6.2,75,27,1600,1940,Malda,Red & Laterite Soil,Pulses (Black Gram)
96,74,84,6.2,75,27,1600,1980,Malda,Red & Laterite Soil,Pulses (Mung Bean)
98,76,86,6.2,75,27,1600,2020,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
97,75,85,6.2,75,27,1600,2000,Malda,Red & Laterite Soil,Pulses (Black Gram)
99,77,87,6.2,75,27,1600,2040,Malda,Red & Laterite Soil,Pulses (Mung Bean)
101,79,89,6.2,75,27,1600,2080,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
100,78,88,6.2,75,27,1600,2060,Malda,Red & Laterite Soil,Pulses (Black Gram)
102,80,90,6.2,75,27,1600,2100,Malda,Red & Laterite Soil,Pulses (Mung Bean)
104,82,92,6.2,75,27,1600,2140,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
103,81,91,6.2,75,27,1600,2120,Malda,Red & Laterite Soil,Pulses (Black Gram)
105,83,93,6.2,75,27,1600,2160,Malda,Red & Laterite Soil,Pulses (Mung Bean)
107,85,95,6.2,75,27,1600,2200,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
106,84,94,6.2,75,27,1600,2180,Malda,Red & Laterite Soil,Pulses (Black Gram)
108,86,96,6.2,75,27,1600,2220,Malda,Red & Laterite Soil,Pulses (Mung Bean)
110,88,98,6.2,75,27,1600,2260,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
109,87,97,6.2,75,27,1600,2240,Malda,Red & Laterite Soil,Pulses (Black Gram)
111,89,99,6.2,75,27,1600,2280,Malda,Red & Laterite Soil,Pulses (Mung Bean)
113,91,101,6.2,75,27,1600,2320,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
112,90,100,6.2,75,27,1600,2300,Malda,Red & Laterite Soil,Pulses (Black Gram)
114,92,102,6.2,75,27,1600,2340,Malda,Red & Laterite Soil,Pulses (Mung Bean)
116,94,104,6.2,75,27,1600,2380,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
115,93,103,6.2,75,27,1600,2360,Malda,Red & Laterite Soil,Pulses (Black Gram)
117,95,105,6.2,75,27,1600,2400,Malda,Red & Laterite Soil,Pulses (Mung Bean)
119,97,107,6.2,75,27,1600,2440,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
118,96,106,6.2,75,27,1600,2420,Malda,Red & Laterite Soil,Pulses (Black Gram)
120,98,108,6.2,75,27,1600,2460,Malda,Red & Laterite Soil,Pulses (Mung Bean)
122,100,110,6.2,75,27,1600,2500,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
121,99,109,6.2,75,27,1600,2480,Malda,Red & Laterite Soil,Pulses (Black Gram)
123,101,111,6.2,75,27,1600,2520,Malda,Red & Laterite Soil,Pulses (Mung Bean)
125,103,113,6.2,75,27,1600,2560,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
124,102,112,6.2,75,27,1600,2540,Malda,Red & Laterite Soil,Pulses (Black Gram)
126,104,114,6.2,75,27,1600,2580,Malda,Red & Laterite Soil,Pulses (Mung Bean)
128,106,116,6.2,75,27,1600,2620,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
127,105,115,6.2,75,27,1600,2600,Malda,Red & Laterite Soil,Pulses (Black Gram)
129,107,117,6.2,75,27,1600,2640,Malda,Red & Laterite Soil,Pulses (Mung Bean)
131,109,119,6.2,75,27,1600,2680,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
130,108,118,6.2,75,27,1600,2660,Malda,Red & Laterite Soil,Pulses (Black Gram)
132,110,120,6.2,75,27,1600,2700,Malda,Red & Laterite Soil,Pulses (Mung Bean)
134,112,122,6.2,75,27,1600,2740,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
133,111,121,6.2,75,27,1600,2720,Malda,Red & Laterite Soil,Pulses (Black Gram)
135,113,123,6.2,75,27,1600,2760,Malda,Red & Laterite Soil,Pulses (Mung Bean)
137,115,125,6.2,75,27,1600,2800,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
136,114,124,6.2,75,27,1600,2780,Malda,Red & Laterite Soil,Pulses (Black Gram)
138,116,126,6.2,75,27,1600,2820,Malda,Red & Laterite Soil,Pulses (Mung Bean)
140,118,128,6.2,75,27,1600,2860,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
139,117,127,6.2,75,27,1600,2840,Malda,Red & Laterite Soil,Pulses (Black Gram)
141,119,129,6.2,75,27,1600,2880,Malda,Red & Laterite Soil,Pulses (Mung Bean)
143,121,131,6.2,75,27,1600,2920,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
142,120,130,6.2,75,27,1600,2900,Malda,Red & Laterite Soil,Pulses (Black Gram)
144,122,132,6.2,75,27,1600,2940,Malda,Red & Laterite Soil,Pulses (Mung Bean)
146,124,134,6.2,75,27,1600,2980,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
145,123,133,6.2,75,27,1600,2960,Malda,Red & Laterite Soil,Pulses (Black Gram)
147,125,135,6.2,75,27,1600,3000,Malda,Red & Laterite Soil,Pulses (Mung Bean)
149,127,137,6.2,75,27,1600,3040,Malda,Red & Laterite Soil,Pulses (Pigeon Pea)
148,126,136,6.2,75,27,1600,3020,Malda,Red & Laterite Soil,Pulses (Black Gram)
150,128,138,6.2,75,27,1600,3060,Malda,Red & Laterite Soil,Pulses (Mung Bean)
70,40,50,5.7,82,25,1750,1420,Malda,Red & Laterite Soil,Sorghum (Jowar)
66,36,46,5.7,82,25,1750,1350,Malda,Red & Laterite Soil,Sorghum (Jowar)
72,42,52,5.7,82,25,1750,1470,Malda,Red & Laterite Soil,Sorghum (Jowar)
68,38,48,5.7,82,25,1750,1380,Malda,Red & Laterite Soil,Sorghum (Jowar)
74,44,54,5.7,82,25,1750,1520,Malda,Red & Laterite Soil,Sorghum (Jowar)
70,40,50,5.7,82,25,1750,1420,Malda,Red & Laterite Soil,Sorghum (Jowar)
76,46,56,5.7,82,25,1750,1570,Malda,Red & Laterite Soil,Sorghum (Jowar)
72,42,52,5.7,82,25,1750,1470,Malda,Red & Laterite Soil,Sorghum (Jowar)
78,48,58,5.7,82,25,1750,1620,Malda,Red & Laterite Soil,Sorghum (Jowar)
74,44,54,5.7,82,25,1750,1520,Malda,Red & Laterite Soil,Sorghum (Jowar)
80,50,60,5.7,82,25,1750,1670,Malda,Red & Laterite Soil,Sorghum (Jowar)
76,46,56,5.7,82,25,1750,1570,Malda,Red & Laterite Soil,Sorghum (Jowar)
82,52,62,5.7,82,25,1750,1720,Malda,Red & Laterite Soil,Sorghum (Jowar)
78,48,58,5.7,82,25,1750,1620,Malda,Red & Laterite Soil,Sorghum (Jowar)
84,54,64,5.7,82,25,1750,1770,Malda,Red & Laterite Soil,Sorghum (Jowar)
80,50,60,5.7,82,25,1750,1670,Malda,Red & Laterite Soil,Sorghum (Jowar)
86,56,66,5.7,82,25,1750,1820,Malda,Red & Laterite Soil,Sorghum (Jowar)
82,52,62,5.7,82,25,1750,1720,Malda,Red & Laterite Soil,Sorghum (Jowar)
88,58,68,5.7,82,25,1750,1870,Malda,Red & Laterite Soil,Sorghum (Jowar)
84,54,64,5.7,82,25,1750,1770,Malda,Red & Laterite Soil,Sorghum (Jowar)
90,60,70,5.7,82,25,1750,1920,Malda,Red & Laterite Soil,Sorghum (Jowar)
92,62,72,5.7,82,25,1750,1970,Malda,Red & Laterite Soil,Sorghum (Jowar)
88,58,68,5.7,82,25,1750,1870,Malda,Red & Laterite Soil,Sorghum (Jowar)
94,64,74,5.7,82,25,1750,2020,Malda,Red & Laterite Soil,Sorghum (Jowar)
90,60,70,5.7,82,25,1750,1920,Malda,Red & Laterite Soil,Sorghum (Jowar)
96,66,76,5.7,82,25,1750,2070,Malda,Red & Laterite Soil,Sorghum (Jowar)
92,62,72,5.7,82,25,1750,1970,Malda,Red & Laterite Soil,Sorghum (Jowar)
98,68,78,5.7,82,25,1750,2120,Malda,Red & Laterite Soil,Sorghum (Jowar)
94,64,74,5.7,82,25,1750,2020,Malda,Red & Laterite Soil,Sorghum (Jowar)
100,70,80,5.7,82,25,1750,2170,Malda,Red & Laterite Soil,Sorghum (Jowar)
96,66,76,5.7,82,25,1750,2070,Malda,Red & Laterite Soil,Sorghum (Jowar)
102,72,82,5.7,82,25,1750,2220,Malda,Red & Laterite Soil,Sorghum (Jowar)
98,68,78,5.7,82,25,1750,2120,Malda,Red & Laterite Soil,Sorghum (Jowar)
104,74,84,5.7,82,25,1750,2270,Malda,Red & Laterite Soil,Sorghum (Jowar)
100,70,80,5.7,82,25,1750,2170,Malda,Red & Laterite Soil,Sorghum (Jowar)
106,76,86,5.7,82,25,1750,2320,Malda,Red & Laterite Soil,Sorghum (Jowar)
102,72,82,5.7,82,25,1750,2220,Malda,Red & Laterite Soil,Sorghum (Jowar)
108,78,88,5.7,82,25,1750,2370,Malda,Red & Laterite Soil,Sorghum (Jowar)
104,74,84,5.7,82,25,1750,2270,Malda,Red & Laterite Soil,Sorghum (Jowar)
110,80,90,5.7,82,25,1750,2420,Malda,Red & Laterite Soil,Sorghum (Jowar)
57,37,47,6,78,26,1680,1800,Malda,Red & Laterite Soil,Groundnut
59,39,49,6,78,26,1680,1850,Malda,Red & Laterite Soil,Groundnut
61,41,51,6,78,26,1680,1900,Malda,Red & Laterite Soil,Groundnut
63,43,53,6,78,26,1680,1950,Malda,Red & Laterite Soil,Groundnut
65,45,55,6,78,26,1680,2000,Malda,Red & Laterite Soil,Groundnut
67,47,57,6,78,26,1680,2050,Malda,Red & Laterite Soil,Groundnut
69,49,59,6,78,26,1680,2100,Malda,Red & Laterite Soil,Groundnut
71,51,61,6,78,26,1680,2150,Malda,Red & Laterite Soil,Groundnut
73,53,63,6,78,26,1680,2200,Malda,Red & Laterite Soil,Groundnut
75,55,65,6,78,26,1680,2250,Malda,Red & Laterite Soil,Groundnut
77,57,67,6,78,26,1680,2300,Malda,Red & Laterite Soil,Groundnut
79,59,69,6,78,26,1680,2350,Malda,Red & Laterite Soil,Groundnut
81,61,71,6,78,26,1680,2400,Malda,Red & Laterite Soil,Groundnut
83,63,73,6,78,26,1680,2450,Malda,Red & Laterite Soil,Groundnut
85,65,75,6,78,26,1680,2500,Malda,Red & Laterite Soil,Groundnut
87,67,77,6,78,26,1680,2550,Malda,Red & Laterite Soil,Groundnut
89,69,79,6,78,26,1680,2600,Malda,Red & Laterite Soil,Groundnut
91,71,81,6,78,26,1680,2650,Malda,Red & Laterite Soil,Groundnut
93,73,83,6,78,26,1680,2700,Malda,Red & Laterite Soil,Groundnut
95,75,85,6,78,26,1680,2750,Malda,Red & Laterite Soil,Groundnut
97,77,87,6,78,26,1680,2800,Malda,Red & Laterite Soil,Groundnut
99,79,89,6,78,26,1680,2850,Malda,Red & Laterite Soil,Groundnut
101,81,91,6,78,26,1680,2900,Malda,Red & Laterite Soil,Groundnut
103,83,93,6,78,26,1680,2950,Malda,Red & Laterite Soil,Groundnut
105,85,95,6,78,26,1680,3000,Malda,Red & Laterite Soil,Groundnut
107,87,97,6,78,26,1680,3050,Malda,Red & Laterite Soil,Groundnut
109,89,99,6,78,26,1680,3100,Malda,Red & Laterite Soil,Groundnut
111,91,101,6,78,26,1680,3150,Malda,Red & Laterite Soil,Groundnut
113,93,103,6,78,26,1680,3200,Malda,Red & Laterite Soil,Groundnut
115,95,105,6,78,26,1680,3250,Malda,Red & Laterite Soil,Groundnut
117,97,107,6,78,26,1680,3300,Malda,Red & Laterite Soil,Groundnut
119,99,109,6,78,26,1680,3350,Malda,Red & Laterite Soil,Groundnut
121,101,111,6,78,26,1680,3400,Malda,Red & Laterite Soil,Groundnut
123,103,113,6,78,26,1680,3450,Malda,Red & Laterite Soil,Groundnut
125,105,115,6,78,26,1680,3500,Malda,Red & Laterite Soil,Groundnut
127,107,117,6,78,26,1680,3550,Malda,Red & Laterite Soil,Groundnut
129,109,119,6,78,26,1680,3600,Malda,Red & Laterite Soil,Groundnut
131,111,121,6,78,26,1680,3650,Malda,Red & Laterite Soil,Groundnut
